id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,lotfrontage_std,lotarea_std,garagearea_std,grlivarea_std,totalbsmtsf_std,saleprice_std
904,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,7,5,50,14859,690,1670,1670,240000,47.11547562772989,0.43503222760095744,1.015037178477641,0.29408576655735036,1.3963143681922576,0.7436674571631061
906,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,80,9920,280,1063,1056,128000,77.1154756277299,-0.05979483424547484,-0.9025994719038213,-0.8610477439378349,-0.003258342160664767,-0.6661572076653582
907,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,116,13501,865,1636,1623,255000,113.1154756277299,0.29897732782621456,1.833540626811192,0.22938306580473705,1.2891809522531903,0.9324832604883468
908,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,7,7,86,11500,180,2057,1017,250000,83.1154756277299,0.09850173544826134,-1.3703157280944218,1.0305547427709199,-0.09215628304627385,0.8695446593799333
910,2-STORY 1946 & NEWER,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,149,12589,390,1484,742,174000,146.1154756277299,0.20760614329413393,-0.38811159009416063,-0.059876066971652014,-0.719000738008902,-0.08712207746795322
911,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Two story,5,5,80,11600,480,2274,1105,154300,77.1154756277299,0.10852050568204212,0.03283304047737988,1.4435102152214228,0.10843394254176715,-0.33510016583510277
913,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,51,6120,450,1015,768,88000,48.11547562772989,-0.4405081031291441,-0.1074818363798003,-0.9523927332356419,-0.6597354440851626,-1.1696660165326669
914,DUPLEX - ALL STYLES AND AGES,Regular,Hillside - Significant slope from side to side,Gentle slope,Duplex,Two story,5,6,82,6270,871,2002,1001,145000,79.1154756277299,-0.425479947778473,1.861603602182628,0.925888609200516,-0.12862723315319038,-0.452165963896752
915,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,6,5,30,3000,528,1224,612,173733,27.11547562772989,-0.7530937344231042,0.25733684344886815,-0.5546614256681069,-1.015327207627599,-0.0904829987671425
916,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,4,5,21,2001,286,1092,546,75000,18.11547562772989,-0.8531812490585741,-0.8745364965323852,-0.8058601462370765,-1.1657698768186298,-1.333306379414542
917,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,2,3,50,9000,308,480,480,35311,47.11547562772989,-0.15196752039625794,-0.7716389201704531,-1.9705087597841167,-1.3162125460096605,-1.8329004072929076
919,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,103,13125,833,2127,1104,238000,100.1154756277299,0.26130675174719886,1.6838714248301998,1.1637661854968886,0.10615450816008487,0.7184920167197407
920,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,8,87,11029,601,1414,1184,176500,84.1154756277299,0.05131332764715391,0.5987697104680065,-0.19308750969762067,0.2885092586946676,-0.05565277691374643
921,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,70,8462,471,1721,928,201000,67.1154756277299,-0.2058685042539985,-0.009261422579774175,0.3911398176862704,-0.29502594301599716,0.25274636851748017
922,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One and one-half story: 2nd level finished,5,7,67,8777,0,2200,1272,145900,64.1154756277299,-0.17430937801758906,-2.212204989237503,1.3026866900539702,0.4890994842827086,-0.44083701569723754
923,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,65,10237,397,1316,1316,169990,62.11547562772989,-0.028035332604389798,-0.3553714521608186,-0.3795835295139768,0.5893945970767291,-0.13759883555690092
924,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,50,8012,533,1617,1604,193000,47.11547562772989,-0.25095297030601194,0.2807226562583982,0.1932256742076884,1.2458716990012269,0.1520446067440184
925,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,6,79,10240,612,1686,1686,207500,76.1154756277299,-0.027734769497376372,0.6502184986489726,0.32453409632328606,1.4327853182991743,0.3345665499584178
927,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,93,11999,656,2374,1181,285000,90.1154756277299,0.14849539891482738,0.8560136513728369,1.6338122762585208,0.28167095554962074,1.3101148671388283
931,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,8,5,73,8925,610,1466,1466,201000,70.1154756277299,-0.1594815980715935,0.6408641735251607,-0.09413043795832966,0.9313097543290717,0.25274636851748017
932,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,70,9100,429,925,925,117500,67.1154756277299,-0.14194875016247716,-0.2057022501798264,-1.1236645881690301,-0.301864246161044,-0.7983282699930268
933,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,84,11670,788,1905,1905,320000,81.1154756277299,0.11553364484568866,1.4733991095444297,0.7412956099945308,1.9319814478875945,1.7506850748977234
934,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,63,8487,570,1500,1500,190000,60.11547562772989,-0.2033638116955533,0.4537776710489204,-0.029427737205716325,1.0088105233062694,0.11428144607897026
935,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Hillside - Significant slope from side to side,Moderate Slope,Single-family Detached,One story,7,7,313,27650,505,2069,585,242000,310.1154756277299,1.716533128203856,0.14976210452503003,1.0533909900953717,-1.0768719359330206,0.7688428976064715
936,1-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,52,5825,528,747,600,79900,49.11547562772989,-0.47006347531879744,0.25733684344886815,-1.4624022568150647,-1.0426804202077864,-1.2716265503282969
937,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,67,10083,555,1200,1176,184900,64.1154756277299,-0.04346423876441218,0.3836202326203303,-0.6003339203170105,0.27027378364120935,0.050084072948388396
938,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,75,9675,689,1971,1113,253000,72.1154756277299,-0.08434082131823774,1.010360015915735,0.8668949702790155,0.12666941759522543,0.9073078200449815
939,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,73,8760,868,1962,1391,239799,70.1154756277299,-0.17601256895733178,1.8475721144969102,0.8497677847856767,0.7603521757029004,0.7411373253985479
941,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,6,5,55,12640,574,1728,1728,150900,52.11547562772989,0.21271571611336212,0.4724863212965444,0.40446096195886727,1.5285215623298303,-0.377898414588824
943,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,4,3,42,7711,0,1440,1440,150000,39.11547562772989,-0.28110946870969206,-2.212204989237503,-0.14360897382797516,0.8720444604053323,-0.3892273627883384
944,DUPLEX - ALL STYLES AND AGES,Regular,Depression,Gentle slope,Duplex,One story,5,4,100,25000,576,1632,1632,143000,97.1154756277299,1.4510357170086654,0.4818406464203564,0.22177098336325313,1.309695861688331,-0.47734140434011746
946,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,6,98,8820,456,1869,1088,124900,95.1154756277299,-0.17000130681706332,-0.07941886100836426,0.6727868680211755,0.06968355805316832,-0.7051791403525747
947,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,5,6,70,8163,796,1144,1144,143000,67.1154756277299,-0.235824627253003,1.5108164100396777,-0.7069030744977854,0.19733188342737623,-0.47734140434011746
948,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,85,14536,808,1629,1616,270000,82.1154756277299,0.40267159974584554,1.5669423607825497,0.21606192153214018,1.2732249115814143,1.1212990638135876
949,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,65,14006,474,1776,936,192500,62.11547562772989,0.3495721175068075,0.004770065105943842,0.4958059512566743,-0.27679046796253887,0.14575074663317705
950,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,7,78,9360,676,1381,1161,197500,75.1154756277299,-0.11589994755464716,0.949556902610957,-0.255887189839863,0.23608226791597506,0.20868934774159062
951,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,8,60,7200,720,864,864,129000,57.11547562772989,-0.3323053846043118,1.1553520553348213,-1.23974884540166,-0.44090974344366335,-0.6535694874436755
952,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,60,7800,300,965,828,119900,57.11547562772989,-0.2721927632016272,-0.8090562206657012,-1.047543763754191,-0.5229693811842255,-0.7681177414609882
953,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,5,8,60,7200,396,768,768,133900,57.11547562772989,-0.3323053846043118,-0.3600486147227246,-1.422438823997274,-0.6597354440851626,-0.5918896583574301
955,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,Split Foyer,6,5,35,9400,0,980,945,127500,32.11547562772989,-0.11189243946113485,-2.212204989237503,-1.0189984545986264,-0.2562755585273983,-0.6724510677761996
956,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Duplex,Two story,6,6,82,7136,492,1958,979,145000,79.1154756277299,-0.3387173975539315,0.08895899122025194,0.8421557023441928,-0.17877478955020065,-0.452165963896752
957,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,6,6,24,1300,462,1229,561,124000,21.11547562772989,-0.9234128283973774,-0.05135588563692823,-0.5451463226162521,-1.1315783610933954,-0.716508088552089
958,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,70,7420,576,1057,1057,132000,67.1154756277299,-0.3102640900899941,0.4818406464203564,-0.8724658676000607,-0.0009789077789824831,-0.6158063267786273
959,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,65,8450,531,1337,1337,185000,62.11547562772989,-0.2070707566820522,0.2713683311345862,-0.33962009669618615,0.6372627190920571,0.05134284497055667
960,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,7,5,24,2572,484,1416,696,155000,21.11547562772989,-0.7959740710236859,0.0515416907250039,-0.1892814684768787,-0.8238547195662871,-0.3262887616799248
961,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,50,7207,0,858,858,116500,47.11547562772989,-0.33160407068794717,-2.212204989237503,-1.2511669690638858,-0.45458634973375706,-0.8109159902147095
963,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,6,6,24,2308,440,1548,804,155000,21.11547562772989,-0.8224236244408671,-0.15425346199886036,0.061917252092090744,-0.5776758063446004,-0.3262887616799248
964,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,122,11923,702,1800,1800,239000,119.1154756277299,0.140881133537154,1.071163129220513,0.5414784459055779,1.6926408378109545,0.7310797369414234
965,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,80,11316,510,1894,817,214900,77.1154756277299,0.08006719821810472,0.17314791733456006,0.7203623832804501,-0.5480431593827306,0.4277156795988699
966,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,65,10237,393,1484,783,178900,62.11547562772989,-0.028035332604389798,-0.37408010240844264,-0.059876066971652014,-0.6255439283599283,-0.025442248381707906
967,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,7,130,9600,256,1308,728,160000,127.1154756277299,-0.09185489899357331,-1.0148513733895654,-0.39480769439694463,-0.750912819352454,-0.2633501605715113
969,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,3,6,50,5925,0,968,600,37900,47.11547562772989,-0.46004470508501666,-2.212204989237503,-1.041834701923078,-1.0426804202077864,-1.8003107996389711
970,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Split Level,6,5,75,10382,264,1095,588,140000,72.1154756277299,-0.013508115765407678,-0.9774340728943174,-0.8001510844059635,-1.0700336327879738,-0.5151045650051655
971,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,4,4,60,10800,0,1192,720,135000,57.11547562772989,0.028370343811795946,-2.212204989237503,-0.6155580851999783,-0.7691482944059123,-0.5780431661135792
972,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,7,5,36,2268,474,1626,764,173000,33.11547562772989,-0.8264311325343795,0.004770065105943842,0.21035285970102724,-0.6688531816118918,-0.09970979768963593
973,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,6,5,55,7892,264,918,918,99500,52.11547562772989,-0.2629754945865489,-0.9774340728943174,-1.136985732441627,-0.31782028683282,-1.0249072339833156
974,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,95,11639,480,1428,1428,182000,92.1154756277299,0.11242782607321662,0.03283304047737988,-0.16644522115242694,0.8446912478251449,0.013579684305508518
975,2-STORY 1945 & OLDER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,8,60,11414,532,2019,728,167500,57.11547562772989,0.08988559304720987,0.2760454936964922,0.9582399595768226,-0.750912819352454,-0.1689422589088909
977,1-STORY 1945 & OLDER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,4,7,51,5900,0,869,440,85500,48.11547562772989,-0.46254939764346187,-2.212204989237503,-1.230233742349805,-1.4073899212769518,-1.2011353170868737
978,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,35,4274,569,1241,1241,199900,32.11547562772989,-0.6254546016447372,0.4491005084870144,-0.5223100752918003,0.4184370184505578,0.23889987627362916
979,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,One story,4,5,68,9450,400,894,894,110000,65.1154756277299,-0.10688305434424447,-0.34133996447510057,-1.1826582270905306,-0.3725267119931948,-0.8927361716556471
980,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,80,8816,480,1121,1121,139000,77.1154756277299,-0.17040205762641455,0.03283304047737988,-0.750672548536318,0.1449048926486837,-0.5276922852268483
982,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,98,12203,676,2612,1225,336000,95.1154756277299,0.16893369019174018,0.949556902610957,2.0867311815268144,0.3819660683436413,1.952088598444647
983,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,43,3182,388,1266,1266,159895,40.11547562772989,-0.7348595725976232,-0.39746591521797264,-0.4747345600325258,0.4754228779926149,-0.26467187119478797
985,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One and one-half story: 2nd level finished,5,5,75,10125,539,1734,0,126000,72.1154756277299,-0.03925635526622426,0.3087856316298342,0.41587908562109316,-2.410341049217157,-0.6913326481087236
986,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One story,5,5,68,10880,240,1164,1164,125000,65.1154756277299,0.03638535999882056,-1.0896859743800615,-0.6688426622903658,0.2429205710610219,-0.7039203683304064
987,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,8,59,5310,255,1635,485,117000,56.11547562772989,-0.5216601420227684,-1.0195285359514714,0.22748004519436607,-1.304815374101249,-0.8046221301038681
988,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,83,10159,606,1940,1930,395192,80.1154756277299,-0.0358499733867388,0.6221555232775366,0.8079013313575152,1.9889673074296517,2.6971809338064903
990,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,65,8125,614,1576,770,197000,62.11547562772989,-0.2396317599418397,0.6595728237727846,0.1152018291824782,-0.6551765753217981,0.20239548763074927
991,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,82,9452,870,2392,1396,348000,79.1154756277299,-0.10668267893956886,1.8569264396207221,1.6680666472451984,0.7717493476113119,2.1031412411048396
992,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,9,121,17671,424,1742,916,168000,118.1154756277299,0.7167600465748727,-0.22908806298935644,0.431103250504061,-0.3223791555961846,-0.16264839879804951
993,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,Two story,6,8,80,9760,440,1851,822,187000,77.1154756277299,-0.07582486661952408,-0.15425346199886036,0.6385324970344979,-0.5366459874743192,0.07651828541392211
994,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,68,8846,564,1500,750,173900,65.1154756277299,-0.16739642655628031,0.4257146956774844,-0.029427737205716325,-0.7007652629554437,-0.0883808494901215
995,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,10,5,96,12456,786,1718,1700,337500,93.1154756277299,0.1942811788832055,1.4640447844206177,0.38543075585515746,1.4646973996427262,1.970970178777171
996,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Moderate Slope,Single-family Detached,One and one-half story: 2nd level finished,4,7,51,4712,305,1230,747,121600,48.11547562772989,-0.5815723880207774,-0.7856704078561711,-0.5432433020058811,-0.7076035661004906,-0.7467186170841276
999,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,3,4,60,9786,210,1077,1007,91000,57.11547562772989,-0.07321998635874108,-1.2300008512372416,-0.8344054553926411,-0.11495062686309669,-1.1319028558676187
1000,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,64,6762,632,1208,1187,206000,61.11547562772989,-0.3761875982282716,0.7437617498870928,-0.5851097554340426,0.29534756183971445,0.3156849696258937
1001,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,3,3,74,10206,528,944,0,82000,71.1154756277299,-0.031141151376861836,0.25733684344886815,-1.0875071965719816,-2.410341049217157,-1.2451923378627632
1002,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,60,5400,216,691,691,86000,57.11547562772989,-0.5126432488123657,-1.2019378758658057,-1.5689714109958397,-0.8352518914746985,-1.1948414569760324
1003,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,75,11957,824,1574,1574,232000,72.1154756277299,0.14428751541663948,1.6417769617730458,0.11139578796173624,1.1774886675507583,0.6429656953896443
1005,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,43,3182,457,1504,1346,181000,40.11547562772989,-0.7348595725976232,-0.07474169844645825,-0.021815654764232403,0.6577776285271977,0.000991964083825801
1006,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,5,8,65,8385,328,985,985,149900,62.11547562772989,-0.21358295733400967,-0.678095668932333,-1.0094833515467714,-0.16509818326010695,-0.3904861348105067
1008,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,4,4,21,2217,286,1092,546,88000,18.11547562772989,-0.8315407053536077,-0.8745364965323852,-0.8058601462370765,-1.1657698768186298,-1.1696660165326669
1009,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,43,12118,550,1710,1710,240000,40.11547562772989,0.16041773549302651,0.3602344198108003,0.3702065909721896,1.4874917434595492,0.7436674571631061
1010,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,5,60,6000,0,1522,1008,102000,57.11547562772989,-0.4525306274096811,-2.212204989237503,0.012438716222445249,-0.11267119248141441,-0.9934379334291088
1011,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,5,115,21286,312,1271,720,135000,112.1154756277299,1.0789385905260476,-0.7529302699228291,-0.4652194569806709,-0.7691482944059123,-0.5780431661135792
1012,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,5,5,75,9825,0,1664,0,100000,72.1154756277299,-0.06931266596756658,-2.212204989237503,0.2826676428951245,-2.410341049217157,-1.0186133738724743
1013,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,7,55,10592,180,1502,602,165000,52.11547562772989,0.007531301725531942,-1.3703157280944218,-0.025621695984974362,-1.0381215514444218,-0.20041155946309766
1014,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,4,60,7200,280,1022,1022,85000,57.11547562772989,-0.3323053846043118,-0.9025994719038213,-0.9390715889630451,-0.08075911113786242,-1.207429177197715
1015,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,60,11664,240,1082,1082,119200,57.11547562772989,0.1149325186316618,-1.0896859743800615,-0.8248903523407862,0.056006951763074624,-0.7769291456161661
1016,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,6,70,8400,528,1665,810,227000,67.1154756277299,-0.21208014179894258,0.25733684344886815,0.2845706635054955,-0.5639992000545067,0.5800270942812308
1017,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,73,11883,478,1504,1504,203000,70.1154756277299,0.1368736254436417,0.023478715353567867,-0.021815654764232403,1.0179282608329985,0.27792180896084556
1020,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,43,3013,440,1506,1362,213490,40.11547562772989,-0.7517912942927127,-0.15425346199886036,-0.01800961354349044,0.6942485786341142,0.4099669940862973
1021,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,60,7024,451,1132,1132,176000,57.11547562772989,-0.349938420215766,-0.1028046738178943,-0.7297393218222372,0.16997867084718882,-0.06194663702458778
1022,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,64,7406,632,1220,1199,194000,61.11547562772989,-0.31166671792272344,0.7437617498870928,-0.5622735081095909,0.32270077441990186,0.16463232696570113
1023,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,5,52,9439,160,1248,912,87000,49.11547562772989,-0.10798511906996035,-1.463858979332542,-0.5089889310192034,-0.3314968931229137,-1.1822537367543495
1024,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,43,3182,437,1504,1346,191000,40.11547562772989,-0.7348595725976232,-0.16828494968457838,-0.021815654764232403,0.6577776285271977,0.12686916630065298
1026,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,70,7700,461,882,882,112500,67.1154756277299,-0.28221153343540795,-0.05603304819883423,-1.2054944744149825,-0.39987992457338223,-0.8612668711014403
1027,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,73,9300,461,1264,1268,167500,70.1154756277299,-0.12191120969491562,-0.05603304819883423,-0.47854060125326775,0.4799817467559795,-0.1689422589088909
1028,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,8,5,71,9520,800,1646,1638,293077,68.1154756277299,-0.09986991518059793,1.5295250602873016,0.24841327190844684,1.3233724679784247,1.4117858833693597
1029,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,5,79,9492,240,1376,768,105000,76.1154756277299,-0.10267517084605654,-1.0896859743800615,-0.2654022928917179,-0.6597354440851626,-0.9556747727640607
1030,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,6,7,21,1680,264,1218,672,118000,18.11547562772989,-0.8853415015090104,-0.9774340728943174,-0.5660795493303329,-0.8785611447266619,-0.7920344098821853
1032,2-1/2 STORY ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two and one-half story: 2nd level finished,7,3,102,15863,672,3082,824,197000,99.1154756277299,0.5356206807481164,0.930848252363333,2.981150868401175,-0.5320871187109547,0.20239548763074927
1035,1-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,5,7,50,6305,240,954,920,119750,47.11547562772989,-0.4219733781966497,-1.0896859743800615,-1.0684769904682718,-0.3132614180694554,-0.7700058994942406
